	pv_measurement
11939	245.00000000000003
11940	303.8
11941	176.4
11942	352.8
11943	274.40000000000003
11944	127.4
11945	49.0
11946	9.8
11947	0.0
11948	0.0
11949	0.0
11950	0.0
11951	0.0
11952	0.0
11953	0.0
11954	0.0
11955	0.0
11956	0.0
11957	0.0
11958	0.0
11959	19.6
11960	9.8
11961	19.6
11962	9.8
11963	19.6
11964	29.400000000000002
11965	19.6
11966	29.400000000000002
11969	19.6
11970	0.0
11971	0.0
11972	0.0
11973	0.0
11974	0.0
11975	0.0
11976	0.0
11977	0.0
11978	0.0
11979	9.8
11980	19.6
11981	39.2
11982	98.0
11983	137.20000000000002
11984	382.20000000000005
11985	225.4
11986	539.0
11987	303.8
11988	421.40000000000003
11989	401.8
11990	294.0
11991	117.60000000000001
11992	78.4
11993	39.2
11994	29.400000000000002
11995	0.0
11996	0.0
11997	0.0
11998	0.0
11999	0.0
12000	0.0
12001	0.0
12002	0.0
12003	9.8
12005	19.6
12006	39.2
12007	225.4
12008	539.0
12009	646.8000000000001
12010	539.0
12011	519.4000000000001
12012	568.4000000000001
12013	382.20000000000005
12014	205.8
12015	245.00000000000003
12016	156.8
12017	49.0
12018	9.8
12019	0.0
12020	0.0
12021	0.0
12022	0.0
12023	0.0
12024	0.0
12025	0.0
12026	0.0
12027	9.8
12028	49.0
12029	245.00000000000003
12030	343.0
12031	401.8
12032	392.0
12033	401.8
12034	205.8
12035	254.8
12036	196.0
12037	186.20000000000002
12038	137.20000000000002
12040	88.2
12041	58.800000000000004
12042	19.6
12043	0.0
12044	0.0
12045	0.0
12046	0.0
12047	0.0
12048	0.0
12049	0.0
12050	29.400000000000002
12051	49.0
12052	147.0
12053	205.8
12054	274.40000000000003
12055	303.8
12056	372.40000000000003
12057	421.40000000000003
12058	401.8
12059	215.60000000000002
12060	539.0
12061	392.0
12062	294.0
12063	205.8
12064	147.0
12065	49.0
12066	9.8
12067	0.0
12068	0.0
12069	0.0
12070	0.0
12071	0.0
12072	0.0
12073	9.8
12074	39.2
12075	137.20000000000002
12076	117.60000000000001
12078	352.8
12080	372.40000000000003
12081	274.40000000000003
12082	460.6
12083	833.0000000000001
12084	490.00000000000006
12085	333.20000000000005
12086	313.6
12087	225.4
12088	196.0
12089	88.2
12090	49.0
12091	0.0
12092	0.0
12093	0.0
12094	0.0
12095	0.0
12096	0.0
12097	0.0
12098	9.8
12099	58.800000000000004
12100	166.60000000000002
12101	186.20000000000002
12102	284.20000000000005
12103	392.0
12104	362.6
12105	617.4000000000001
12106	450.8
12107	352.8
12108	568.4000000000001
12109	509.6
12110	499.8
12111	431.20000000000005
12112	245.00000000000003
12113	107.80000000000001
12114	19.6
12115	0.0
12116	0.0
12117	0.0
12118	0.0
12119	0.0
12120	0.0
12121	9.8
12122	49.0
12123	98.0
12124	225.4
12125	431.20000000000005
12126	705.6
12127	784.0
12128	735.0
12129	901.6
12130	960.4000000000001
12131	931.0000000000001
12132	842.8000000000001
12133	548.8000000000001
12134	558.6
12135	303.8
12136	225.4
12137	107.80000000000001
12138	29.400000000000002
12139	0.0
12140	0.0
12141	0.0
12142	0.0
12143	0.0
12144	0.0
12145	9.8
12146	39.2
12147	98.0
12148	225.4
12149	421.40000000000003
12150	617.4000000000001
12151	744.8000000000001
12153	784.0
12154	735.0
12155	754.6
12157	735.0
12158	352.8
12159	294.0
12160	147.0
12161	68.60000000000001
12162	29.400000000000002
12163	0.0
12164	0.0
12165	0.0
12166	0.0
12167	0.0
12168	0.0
12169	9.8
12170	39.2
12171	98.0
12172	225.4
12173	401.8
12174	588.0
12175	744.8000000000001
12176	842.8000000000001
12177	921.2
12178	940.8000000000001
12179	911.4000000000001
12180	833.0000000000001
12181	666.4000000000001
12182	372.40000000000003
12183	205.8
12184	127.4
12185	68.60000000000001
12186	19.6
12187	0.0
12188	0.0
12189	0.0
12190	0.0
12191	0.0
12192	0.0
12193	9.8
12194	19.6
12195	78.4
12196	235.20000000000002
12197	450.8
12198	646.8000000000001
12199	529.2
12200	401.8
12201	421.40000000000003
12202	382.20000000000005
12203	431.20000000000005
12204	578.2
12205	499.8
12206	362.6
12207	284.20000000000005
12208	176.4
12209	117.60000000000001
12210	29.400000000000002
12211	9.8
12212	0.0
12213	0.0
12214	0.0
12215	0.0
12216	0.0
12217	9.8
12218	39.2
12219	98.0
12220	235.20000000000002
12221	431.20000000000005
12222	627.2
12223	774.2
12224	872.2
12225	980.0000000000001
12226	901.6
12227	842.8000000000001
12228	382.20000000000005
12229	235.20000000000002
12230	107.80000000000001
12231	68.60000000000001
12232	58.800000000000004
12233	39.2
12234	9.8
12235	0.0
12236	0.0
12237	0.0
12238	0.0
12239	0.0
12240	0.0
12241	9.8
12242	29.400000000000002
12243	19.6
12244	49.0
12245	98.0
12246	147.0
12247	196.0
12248	264.6
12249	578.2
12250	774.2
12251	666.4000000000001
12252	813.4000000000001
12253	656.6
12254	529.2
12255	362.6
12256	235.20000000000002
12257	117.60000000000001
12258	29.400000000000002
12259	0.0
12260	0.0
12261	0.0
12262	0.0
12263	0.0
12264	0.0
12265	9.8
12266	39.2
12267	98.0
12268	137.20000000000002
12269	392.0
12270	343.0
12271	460.6
12273	343.0
12274	333.20000000000005
12275	372.40000000000003
12276	333.20000000000005
12277	323.40000000000003
12278	264.6
12279	166.60000000000002
12280	176.4
12281	29.400000000000002
12282	0.0
12283	9.8
12284	0.0
12285	0.0
12286	0.0
12287	0.0
12288	0.0
12289	19.6
12290	49.0
12291	117.60000000000001
12292	156.8
12293	431.20000000000005
12294	441.00000000000006
12295	372.40000000000003
12296	548.8000000000001
12297	254.8
12298	460.6
12299	666.4000000000001
12300	460.6
12301	362.6
12302	254.8
12303	137.20000000000002
12305	58.800000000000004
12306	9.8
12308	0.0
12309	0.0
12310	0.0
12311	0.0
12312	0.0
12313	9.8
12314	49.0
12315	98.0
12316	166.60000000000002
12317	323.40000000000003
12318	303.8
12319	284.20000000000005
12320	646.8000000000001
12321	695.8000000000001
12322	617.4000000000001
12323	499.8
12324	235.20000000000002
12325	166.60000000000002
12326	78.4
12327	176.4
12328	88.2
12329	39.2
12330	9.8
12331	0.0
12332	0.0
12333	0.0
12334	0.0
12335	0.0
12336	0.0
12337	9.8
12338	39.2
12339	107.80000000000001
12340	117.60000000000001
12341	186.20000000000002
12342	284.20000000000005
12344	362.6
12345	372.40000000000003
12346	421.40000000000003
12347	519.4000000000001
12349	607.6
12350	558.6
12351	352.8
12352	245.00000000000003
12353	127.4
12354	58.800000000000004
12355	19.6
12356	0.0
12357	0.0
12358	0.0
12359	0.0
12360	0.0
12361	9.8
12362	49.0
12363	98.0
12364	235.20000000000002
12365	431.20000000000005
12366	617.4000000000001
12367	744.8000000000001
12368	852.6
12369	921.2
12370	950.6
12371	921.2
12372	833.0000000000001
12373	686.0
12374	539.0
12375	362.6
12376	245.00000000000003
12377	117.60000000000001
12378	39.2
12379	9.8
12380	0.0
12381	0.0
12382	0.0
12383	0.0
12384	0.0
12385	9.8
12386	49.0
12387	107.80000000000001
12388	245.00000000000003
12389	441.00000000000006
12390	627.2
12391	754.6
12392	852.6
12393	921.2
12394	950.6
12395	921.2
12396	833.0000000000001
12397	686.0
12398	529.2
12399	362.6
12400	245.00000000000003
12401	117.60000000000001
12402	39.2
12403	9.8
12404	0.0
12405	0.0
12406	0.0
12407	0.0
12408	0.0
12409	9.8
12410	49.0
12411	107.80000000000001
12412	245.00000000000003
12413	441.00000000000006
12414	617.4000000000001
12415	744.8000000000001
12416	842.8000000000001
12417	901.6
12418	940.8000000000001
12419	764.4000000000001
12420	813.4000000000001
12421	617.4000000000001
12422	460.6
12423	323.40000000000003
12424	225.4
12425	88.2
12426	49.0
12427	9.8
12428	0.0
12429	0.0
12430	0.0
12431	0.0
12432	0.0
12433	9.8
12434	58.800000000000004
12435	117.60000000000001
12436	235.20000000000002
12437	303.8
12438	529.2
12439	558.6
12440	872.2
12441	921.2
12442	842.8000000000001
12443	764.4000000000001
12444	666.4000000000001
12445	568.4000000000001
12446	401.8
12447	225.4
12448	186.20000000000002
12449	88.2
12450	58.800000000000004
12451	9.8
12452	0.0
12453	0.0
12454	0.0
12455	0.0
12456	0.0
12457	0.0
12458	9.8
12459	19.6
12460	58.800000000000004
12461	107.80000000000001
12462	68.60000000000001
12463	49.0
12464	78.4
12465	107.80000000000001
12466	284.20000000000005
12467	166.60000000000002
12468	186.20000000000002
12469	117.60000000000001
12470	127.4
12471	98.0
12472	78.4
12473	58.800000000000004
12474	39.2
12475	9.8
12476	0.0
12477	0.0
12478	0.0
12479	0.0
12480	0.0
12481	9.8
12482	29.400000000000002
12483	39.2
12484	78.4
12485	137.20000000000002
12486	235.20000000000002
12487	362.6
12488	539.0
12489	705.6
12490	744.8000000000001
12491	774.2
12492	784.0
12493	637.0
12494	548.8000000000001
12495	372.40000000000003
12496	274.40000000000003
12497	137.20000000000002
12498	49.0
12499	9.8
12500	0.0
12501	0.0
12502	0.0
12503	0.0
12504	0.0
12505	19.6
12506	49.0
12507	127.4
12508	254.8
12509	499.8
12510	656.6
12511	774.2
12512	823.2
12513	921.2
12514	911.4000000000001
12515	940.8000000000001
12516	823.2
12517	470.40000000000003
12518	333.20000000000005
12519	274.40000000000003
12520	147.0
12521	68.60000000000001
12522	49.0
12523	9.8
12524	0.0
12525	0.0
12526	0.0
12527	0.0
12528	0.0
12529	19.6
12530	88.2
12531	166.60000000000002
12532	215.60000000000002
12533	303.8
12534	431.20000000000005
12535	421.40000000000003
12536	411.6
12537	421.40000000000003
12538	333.20000000000005
12539	323.40000000000003
12540	372.40000000000003
12541	411.6
12542	274.40000000000003
12543	176.4
12544	78.4
12545	29.400000000000002
12546	9.8
12548	0.0
12549	0.0
12550	0.0
12551	0.0
12552	0.0
12553	9.8
12555	19.6
12556	29.400000000000002
12557	39.2
12558	49.0
12559	98.0
12560	147.0
12561	215.60000000000002
12562	235.20000000000002
12563	176.4
12564	313.6
12565	127.4
12566	235.20000000000002
12567	127.4
12568	98.0
12569	127.4
12570	39.2
12571	19.6
12572	0.0
12573	0.0
12574	0.0
12575	0.0
12576	0.0
12577	0.0
12578	39.2
12579	58.800000000000004
12580	117.60000000000001
12581	107.80000000000001
12582	117.60000000000001
12583	186.20000000000002
12584	303.8
12585	607.6
12586	352.8
12587	627.2
12588	705.6
12589	627.2
12590	558.6
12591	254.8
12592	147.0
12593	117.60000000000001
12594	68.60000000000001
12595	19.6
12596	0.0
12597	0.0
12598	0.0
12599	0.0
12600	0.0
12601	9.8
12602	49.0
12603	137.20000000000002
12604	254.8
12605	470.40000000000003
12606	656.6
12607	607.6
12608	862.4000000000001
12609	921.2
12610	999.6
12611	940.8000000000001
12612	862.4000000000001
12613	617.4000000000001
12614	539.0
12615	382.20000000000005
12616	284.20000000000005
12617	176.4
12618	68.60000000000001
12619	19.6
12620	0.0
12621	0.0
12622	0.0
12623	0.0
12624	0.0
12625	19.6
12626	58.800000000000004
12627	117.60000000000001
12628	186.20000000000002
12629	333.20000000000005
12630	392.0
12631	715.4000000000001
12632	872.2
12633	607.6
12634	411.6
12635	715.4000000000001
12636	891.8000000000001
12637	695.8000000000001
12638	450.8
12639	313.6
12640	245.00000000000003
12641	137.20000000000002
12642	78.4
12643	29.400000000000002
12644	9.8
12645	0.0
12646	0.0
12647	0.0
12648	0.0
12649	19.6
12650	58.800000000000004
12651	117.60000000000001
12652	245.00000000000003
12653	450.8
12654	627.2
12655	764.4000000000001
12656	862.4000000000001
12657	940.8000000000001
12658	960.4000000000001
12659	931.0000000000001
12660	852.6
12661	705.6
12662	568.4000000000001
12663	392.0
12664	274.40000000000003
12665	137.20000000000002
12666	49.0
12667	19.6
12668	0.0
12669	0.0
12670	0.0
12671	0.0
12672	0.0
12673	19.6
12674	58.800000000000004
12675	117.60000000000001
12676	254.8
12677	460.6
12678	646.8000000000001
12679	774.2
12680	882.0000000000001
12681	960.4000000000001
12683	921.2
12684	823.2
12685	715.4000000000001
12686	558.6
12687	382.20000000000005
12688	254.8
12689	127.4
12690	49.0
12691	9.8
12692	0.0
12693	0.0
12694	0.0
12695	0.0
12696	0.0
12697	19.6
12698	49.0
12699	127.4
12700	254.8
12701	392.0
12702	411.6
12703	480.20000000000005
12704	499.8
12705	813.4000000000001
12706	715.4000000000001
12707	637.0
12709	558.6
12710	499.8
12711	441.00000000000006
12712	303.8
12713	137.20000000000002
12714	49.0
12715	9.8
12716	0.0
12717	0.0
12718	0.0
12719	0.0
12720	0.0
12721	19.6
12722	58.800000000000004
12723	137.20000000000002
12724	235.20000000000002
12725	431.20000000000005
12726	607.6
12727	735.0
12728	842.8000000000001
12729	891.8000000000001
12730	921.2
12731	882.0000000000001
12732	813.4000000000001
12733	666.4000000000001
12734	401.8
12735	294.0
12736	117.60000000000001
12737	78.4
12738	39.2
12739	9.8
12740	0.0
12741	0.0
12742	0.0
12743	0.0
12744	0.0
12745	9.8
12746	29.400000000000002
12747	68.60000000000001
12748	205.8
12749	215.60000000000002
12750	323.40000000000003
12751	294.0
12752	284.20000000000005
12753	205.8
12754	343.0
12755	333.20000000000005
12756	401.8
12757	352.8
12758	254.8
12759	225.4
12760	127.4
12761	88.2
12762	39.2
12763	19.6
12764	0.0
12765	0.0
12766	0.0
12767	0.0
12768	0.0
12769	19.6
12770	58.800000000000004
12771	117.60000000000001
12772	235.20000000000002
12773	431.20000000000005
12774	607.6
12775	735.0
12776	842.8000000000001
12777	911.4000000000001
12778	931.0000000000001
12779	901.6
12780	823.2
12781	686.0
12782	548.8000000000001
12783	382.20000000000005
12784	264.6
12785	137.20000000000002
12786	49.0
12787	19.6
12788	0.0
12789	0.0
12790	0.0
12791	0.0
12792	0.0
12793	19.6
12794	58.800000000000004
12795	117.60000000000001
12796	235.20000000000002
12797	421.40000000000003
12798	597.8000000000001
12799	715.4000000000001
12800	823.2
12801	882.0000000000001
12802	911.4000000000001
12803	882.0000000000001
12804	823.2
12805	686.0
12806	597.8000000000001
12807	460.6
12808	186.20000000000002
12809	98.0
12810	58.800000000000004
12811	19.6
12812	0.0
12813	0.0
12814	0.0
12815	0.0
12816	0.0
12817	9.8
12818	49.0
12819	107.80000000000001
12820	235.20000000000002
12821	431.20000000000005
12822	588.0
12823	686.0
12824	823.2
12825	891.8000000000001
12826	921.2
12827	891.8000000000001
12828	823.2
12829	676.2
12830	548.8000000000001
12831	382.20000000000005
12832	264.6
12833	137.20000000000002
12834	49.0
12835	19.6
12836	0.0
12837	0.0
12838	0.0
12839	0.0
12840	0.0
12841	19.6
12842	58.800000000000004
12843	117.60000000000001
12844	245.00000000000003
12845	450.8
12846	617.4000000000001
12847	744.8000000000001
12848	862.4000000000001
12849	940.8000000000001
12850	960.4000000000001
12851	931.0000000000001
12852	852.6
12853	705.6
12854	568.4000000000001
12855	392.0
12856	264.6
12857	137.20000000000002
12858	49.0
12859	9.8
12860	0.0
12861	0.0
12862	0.0
12863	0.0
12864	0.0
12865	19.6
12866	49.0
12867	107.80000000000001
12868	235.20000000000002
12869	421.40000000000003
12870	597.8000000000001
12871	705.6
12872	803.6
12873	882.0000000000001
12874	901.6
12875	862.4000000000001
12876	784.0
12877	470.40000000000003
12879	245.00000000000003
12881	117.60000000000001
12882	58.800000000000004
12883	19.6
12884	0.0
12885	0.0
12886	0.0
12887	0.0
12888	0.0
12889	19.6
12890	49.0
12891	117.60000000000001
12892	245.00000000000003
12893	431.20000000000005
12894	637.0
12895	695.8000000000001
12896	852.6
12897	931.0000000000001
12898	891.8000000000001
12899	803.6
12900	637.0
12901	548.8000000000001
12902	284.20000000000005
12903	205.8
12904	176.4
12905	58.800000000000004
12906	29.400000000000002
12907	19.6
12908	0.0
12909	0.0
12910	0.0
12911	0.0
12912	9.8
12913	39.2
12914	78.4
12915	58.800000000000004
12916	49.0
12917	107.80000000000001
12918	176.4
12919	333.20000000000005
12920	176.4
12921	245.00000000000003
12922	323.40000000000003
12923	411.6
12924	284.20000000000005
12925	264.6
12926	303.8
12927	274.40000000000003
12928	196.0
12929	39.2
12930	29.400000000000002
12931	9.8
12933	0.0
12934	0.0
12935	0.0
12936	0.0
12937	19.6
12938	58.800000000000004
12939	127.4
12940	245.00000000000003
12941	431.20000000000005
12942	519.4000000000001
12943	578.2
12944	597.8000000000001
12945	578.2
12946	891.8000000000001
12947	627.2
12948	578.2
12949	343.0
12950	274.40000000000003
12951	176.4
12952	68.60000000000001
12953	117.60000000000001
12954	49.0
12955	19.6
12956	0.0
12957	0.0
12958	0.0
12959	0.0
12960	0.0
12961	19.6
12962	58.800000000000004
12963	127.4
12964	225.4
12965	421.40000000000003
12966	597.8000000000001
12967	666.4000000000001
12968	774.2
12969	852.6
12970	882.0000000000001
12971	813.4000000000001
12972	686.0
12973	666.4000000000001
12974	509.6
12975	352.8
12976	245.00000000000003
12977	137.20000000000002
12978	58.800000000000004
12979	19.6
12980	0.0
12981	0.0
12982	0.0
12983	0.0
12984	0.0
12985	19.6
12986	58.800000000000004
12987	107.80000000000001
12988	215.60000000000002
12989	401.8
12990	372.40000000000003
12991	411.6
12992	774.2
12993	872.2
12995	833.0000000000001
12996	774.2
12997	637.0
12998	509.6
12999	362.6
13000	245.00000000000003
13001	137.20000000000002
13002	58.800000000000004
13003	19.6
13004	0.0
13005	0.0
13006	0.0
13007	0.0
13008	0.0
13009	19.6
13010	49.0
13011	117.60000000000001
13012	205.8
13013	392.0
13014	568.4000000000001
13015	686.0
13016	793.8000000000001
13017	882.0000000000001
13019	842.8000000000001
13020	774.2
13021	646.8000000000001
13022	568.4000000000001
13023	294.0
13024	225.4
13025	117.60000000000001
13026	49.0
13027	19.6
13028	0.0
13029	0.0
13030	0.0
13031	0.0
13032	0.0
13033	19.6
13034	49.0
13035	98.0
13036	215.60000000000002
13037	401.8
13038	578.2
13039	695.8000000000001
13040	803.6
13041	872.2
13042	891.8000000000001
13043	862.4000000000001
13044	784.0
13045	656.6
13046	519.4000000000001
13047	274.40000000000003
13048	225.4
13049	68.60000000000001
13050	29.400000000000002
13051	19.6
13052	9.8
13053	0.0
13054	0.0
13055	0.0
13056	0.0
13057	19.6
13058	29.400000000000002
13059	68.60000000000001
13060	186.20000000000002
13061	421.40000000000003
13062	597.8000000000001
13063	764.4000000000001
13064	715.4000000000001
13065	695.8000000000001
13066	940.8000000000001
13067	842.8000000000001
13068	774.2
13069	235.20000000000002
13070	98.0
13072	39.2
13074	19.6
13075	0.0
13076	0.0
13077	0.0
13078	0.0
13079	0.0
13080	0.0
13081	0.0
13082	9.8
13084	68.60000000000001
13085	147.0
13086	215.60000000000002
13087	254.8
13088	245.00000000000003
13089	205.8
13090	225.4
13091	254.8
13092	215.60000000000002
13093	303.8
13094	323.40000000000003
13095	196.0
13096	215.60000000000002
13097	127.4
13098	29.400000000000002
13099	9.8
13100	0.0
13101	0.0
13102	0.0
13103	0.0
13104	0.0
13105	19.6
13106	58.800000000000004
13107	107.80000000000001
13108	137.20000000000002
13109	205.8
13110	333.20000000000005
13111	264.6
13112	333.20000000000005
13113	303.8
13114	284.20000000000005
13115	480.20000000000005
13116	333.20000000000005
13117	127.4
13118	98.0
13119	107.80000000000001
13120	78.4
13121	29.400000000000002
13122	39.2
13123	9.8
13124	0.0
13125	0.0
13126	0.0
13127	0.0
13128	0.0
13129	19.6
13130	39.2
13131	78.4
13132	166.60000000000002
13133	352.8
13134	441.00000000000006
13135	597.8000000000001
13136	666.4000000000001
13137	842.8000000000001
13138	627.2
13139	607.6
13140	637.0
13141	754.6
13142	578.2
13143	441.00000000000006
13144	176.4
13145	166.60000000000002
13146	78.4
13147	19.6
13148	0.0
13149	0.0
13150	0.0
13151	0.0
13152	0.0
13153	19.6
13154	88.2
13155	137.20000000000002
13156	215.60000000000002
13157	343.0
13158	548.8000000000001
13159	460.6
13160	735.0
13161	695.8000000000001
13162	176.4
13163	401.8
13164	725.2
13165	254.8
13166	529.2
13167	333.20000000000005
13168	196.0
13169	127.4
13170	58.800000000000004
13171	9.8
13172	0.0
13173	0.0
13174	0.0
13175	0.0
13176	0.0
13177	9.8
13178	58.800000000000004
13179	117.60000000000001
13180	205.8
13181	323.40000000000003
13182	607.6
13183	676.2
13184	225.4
13185	274.40000000000003
13186	156.8
13187	264.6
13188	372.40000000000003
13189	117.60000000000001
13190	107.80000000000001
13191	117.60000000000001
13192	88.2
13193	68.60000000000001
13194	39.2
13195	9.8
13196	0.0
13197	0.0
13198	0.0
13199	0.0
13200	0.0
13201	0.0
13202	9.8
13203	29.400000000000002
13204	88.2
13205	235.20000000000002
13206	333.20000000000005
13207	352.8
13208	431.20000000000005
13209	480.20000000000005
13210	744.8000000000001
13211	294.0
13212	715.4000000000001
13213	627.2
13214	470.40000000000003
13215	411.6
13216	294.0
13217	147.0
13218	49.0
13219	9.8
13220	0.0
13221	0.0
13222	0.0
13223	0.0
13224	0.0
13225	9.8
13226	49.0
13227	98.0
13228	176.4
13229	313.6
13230	421.40000000000003
13231	480.20000000000005
13232	362.6
13233	460.6
13234	764.4000000000001
13235	499.8
13236	303.8
13237	176.4
13238	156.8
13239	107.80000000000001
13240	78.4
13241	39.2
13242	19.6
13243	9.8
13244	0.0
13245	0.0
13246	0.0
13247	0.0
13248	0.0
13249	0.0
13250	9.8
13251	29.400000000000002
13252	39.2
13253	98.0
13254	156.8
13255	274.40000000000003
13256	225.4
13257	205.8
13258	166.60000000000002
13259	323.40000000000003
13260	313.6
13261	382.20000000000005
13262	235.20000000000002
13263	156.8
13264	117.60000000000001
13265	68.60000000000001
13266	19.6
13267	0.0
13268	0.0
13269	0.0
13270	0.0
13271	0.0
13272	0.0
13273	9.8
13274	29.400000000000002
13275	68.60000000000001
13276	137.20000000000002
13277	235.20000000000002
13278	411.6
13279	519.4000000000001
13280	401.8
13281	343.0
13282	450.8
13283	343.0
13284	617.4000000000001
13285	803.6
13286	529.2
13287	372.40000000000003
13288	245.00000000000003
13289	98.0
13290	29.400000000000002
13291	19.6
13292	0.0
13293	0.0
13294	0.0
13295	0.0
13296	0.0
13297	0.0
13298	49.0
13299	107.80000000000001
13300	196.0
13301	264.6
13302	245.00000000000003
13303	254.8
13304	401.8
13305	382.20000000000005
13306	637.0
13307	558.6
13308	548.8000000000001
13309	421.40000000000003
13310	450.8
13311	362.6
13312	264.6
13313	127.4
13314	88.2
13315	19.6
13316	0.0
13317	0.0
13318	0.0
13319	0.0
13320	0.0
13321	19.6
13322	58.800000000000004
13323	98.0
13324	137.20000000000002
13325	176.4
13326	284.20000000000005
13327	274.40000000000003
13328	333.20000000000005
13329	431.20000000000005
13330	666.4000000000001
13331	558.6
13332	646.8000000000001
13333	529.2
13334	480.20000000000005
13335	196.0
13336	166.60000000000002
13337	98.0
13338	58.800000000000004
13339	9.8
13340	0.0
13341	0.0
13342	0.0
13343	0.0
13344	0.0
13345	19.6
13346	58.800000000000004
13347	137.20000000000002
13348	166.60000000000002
13349	499.8
13350	548.8000000000001
13351	627.2
13352	764.4000000000001
13353	578.2
13354	686.0
13355	284.20000000000005
13356	617.4000000000001
13357	519.4000000000001
13358	303.8
13359	156.8
13360	49.0
13361	58.800000000000004
13362	39.2
13363	9.8
13364	0.0
13365	0.0
13366	0.0
13367	0.0
13368	0.0
13369	9.8
13370	49.0
13371	98.0
13372	215.60000000000002
13373	294.0
13374	450.8
13375	578.2
13377	558.6
13378	480.20000000000005
13379	627.2
13380	539.0
