	date_forecast	building	pv_measurement
65	2023-05-01 16:15:00	A	1029.3989753099868
66	2023-05-01 16:30:00	A	875.1449425674327
67	2023-05-01 16:45:00	A	577.2717886329003
68	2023-05-01 17:00:00	A	443.21754587145085
69	2023-05-01 17:15:00	A	408.39005678301044
70	2023-05-01 17:30:00	A	389.43381447319456
71	2023-05-01 17:45:00	A	254.49987355167085
72	2023-05-01 18:00:00	A	217.63458376238316
73	2023-05-01 18:15:00	A	155.38131921513366
74	2023-05-01 18:30:00	A	78.53483611875131
75	2023-05-01 18:45:00	A	56.73713221202679
76	2023-05-01 19:00:00	A	16.303666511454338
77	2023-05-01 19:15:00	A	-0.20452899565679428
78	2023-05-01 19:30:00	A	-0.27308117926358644
79	2023-05-01 19:45:00	A	0.03029843247118791
80	2023-05-01 20:00:00	A	0.2818258947517519
81	2023-05-01 20:15:00	A	-0.00226261962853155
82	2023-05-01 20:30:00	A	5.633849994360359e-08
83	2023-05-01 20:45:00	A	-2.6986429662889065e-07
84	2023-05-01 21:00:00	A	-2.178890610716686e-07
85	2023-05-01 21:15:00	A	-4.90684008748728e-07
86	2023-05-01 21:30:00	A	-1.0579837930687122e-06
87	2023-05-01 21:45:00	A	-1.7338431576522327e-06
88	2023-05-01 22:00:00	A	-9.577169179123612e-07
89	2023-05-01 22:15:00	A	-1.2166310037668903e-06
90	2023-05-01 22:30:00	A	-9.981283658585519e-07
91	2023-05-01 22:45:00	A	-6.944449540232984e-07
92	2023-05-01 23:00:00	A	-3.9292172856115014e-07
93	2023-05-01 23:15:00	A	-1.626492794989154e-07
94	2023-05-01 23:30:00	A	-2.903859421178672e-07
95	2023-05-01 23:45:00	A	-4.544932586122902e-07
96	2023-05-06 00:00:00	A	-5.453244103142381e-07
97	2023-05-06 00:15:00	A	-3.3258868512815136e-07
98	2023-05-06 00:30:00	A	-3.472116832697033e-07
99	2023-05-06 00:45:00	A	-2.6782637451475925e-07
100	2023-05-06 01:00:00	A	1.0817368830641028e-08
101	2023-05-06 01:15:00	A	-4.3047670321259874e-07
102	2023-05-06 01:30:00	A	-1.9184042394328236e-08
103	2023-05-06 01:45:00	A	-0.015215284239453328
104	2023-05-06 02:00:00	A	1.1558378692974567
105	2023-05-06 02:15:00	A	4.3883045427327545
106	2023-05-06 02:30:00	A	9.757760464133234
107	2023-05-06 02:45:00	A	27.496103917636724
108	2023-05-06 03:00:00	A	67.6327386945954
109	2023-05-06 03:15:00	A	155.76949579424746
110	2023-05-06 03:30:00	A	186.0463723211587
111	2023-05-06 03:45:00	A	353.5554182097201
112	2023-05-06 04:00:00	A	560.0066078877843
113	2023-05-06 04:15:00	A	628.4537356877755
114	2023-05-06 04:30:00	A	921.3020795393851
115	2023-05-06 04:45:00	A	1099.3517614286693
116	2023-05-06 05:00:00	A	1235.0454512513247
117	2023-05-06 05:15:00	A	1332.6490197158946
118	2023-05-06 05:30:00	A	1357.3969667454662
119	2023-05-06 05:45:00	A	1474.9077559442335
120	2023-05-06 06:00:00	A	1545.1260243065467
121	2023-05-06 06:15:00	A	1674.783971496097
122	2023-05-06 06:30:00	A	1549.73287913703
123	2023-05-06 06:45:00	A	1640.9428952521894
124	2023-05-06 07:00:00	A	1940.645322947893
125	2023-05-06 07:15:00	A	1954.1771798438522
126	2023-05-06 07:30:00	A	2147.1319276732115
127	2023-05-06 07:45:00	A	2448.6426928672877
128	2023-05-06 08:00:00	A	2784.834574690994
129	2023-05-06 08:15:00	A	2945.348786556724
130	2023-05-06 08:30:00	A	3008.506566473077
131	2023-05-06 08:45:00	A	3244.170833752565
132	2023-05-06 09:00:00	A	3330.4648363686015
133	2023-05-06 09:15:00	A	3331.896431154329
134	2023-05-06 09:30:00	A	3388.656959190926
135	2023-05-06 09:45:00	A	3451.6037287293993
136	2023-05-06 10:00:00	A	3511.295401510794
137	2023-05-06 10:15:00	A	3420.5221577382076
138	2023-05-06 10:30:00	A	3443.4069993186704
139	2023-05-06 10:45:00	A	3393.5430207619197
140	2023-05-06 11:00:00	A	3223.3594796631837
141	2023-05-06 11:15:00	A	3065.3787196256626
142	2023-05-06 11:30:00	A	3066.0370178236117
143	2023-05-06 11:45:00	A	2957.3654474492187
144	2023-05-06 12:00:00	A	2928.5101958686646
145	2023-05-06 12:15:00	A	2921.9792528644184
146	2023-05-06 12:30:00	A	2896.6393588596575
147	2023-05-06 12:45:00	A	2914.5370336272968
148	2023-05-06 13:00:00	A	2844.978773550334
149	2023-05-06 13:15:00	A	2778.2485583269854
150	2023-05-06 13:30:00	A	2833.0694047895468
151	2023-05-06 13:45:00	A	2947.886583202331
152	2023-05-06 14:00:00	A	2941.010975119461
153	2023-05-06 14:15:00	A	3204.511869490187
154	2023-05-06 14:30:00	A	3179.9020408775064
155	2023-05-06 14:45:00	A	2898.186623715081
156	2023-05-06 15:00:00	A	2671.722973778783
157	2023-05-06 15:15:00	A	2405.2378442592553
158	2023-05-06 15:30:00	A	2194.0551074089435
159	2023-05-06 15:45:00	A	1991.7470938694432
160	2023-05-06 16:00:00	A	1560.2215165406537
161	2023-05-06 16:15:00	A	1374.720101695199
162	2023-05-06 16:30:00	A	1368.6775510088792
163	2023-05-06 16:45:00	A	920.7052586483735
164	2023-05-06 17:00:00	A	694.1614686334296
165	2023-05-06 17:15:00	A	660.3777645885818
166	2023-05-06 17:30:00	A	478.58058313882395
167	2023-05-06 17:45:00	A	402.48237460495153
168	2023-05-06 18:00:00	A	317.18337150593055
169	2023-05-06 18:15:00	A	295.76783065682355
170	2023-05-06 18:30:00	A	211.07813597735245
171	2023-05-06 18:45:00	A	110.92384734962552
172	2023-05-06 19:00:00	A	85.6065677526351
173	2023-05-06 19:15:00	A	-1.7299380667776292
174	2023-05-06 19:30:00	A	0.38943291210009395
175	2023-05-06 19:45:00	A	-0.013821519440186086
176	2023-05-06 20:00:00	A	-0.015126433835197399
177	2023-05-06 20:15:00	A	-0.005906779230296283
178	2023-05-06 20:30:00	A	8.510290561637335e-07
179	2023-05-06 20:45:00	A	-1.37203117546538e-06
180	2023-05-06 21:00:00	A	-1.139431750320409e-06
181	2023-05-06 21:15:00	A	-1.3809722872718793e-06
182	2023-05-06 21:30:00	A	-1.649837598185458e-06
183	2023-05-06 21:45:00	A	-1.4860299488310508e-06
184	2023-05-06 22:00:00	A	8.41998703558878e-08
185	2023-05-06 22:15:00	A	-9.218314642232957e-08
186	2023-05-06 22:30:00	A	4.4312865484263686e-08
187	2023-05-06 22:45:00	A	4.437359154091326e-07
188	2023-05-06 23:00:00	A	6.640658532560833e-07
189	2023-05-06 23:15:00	A	-3.2028938914083625e-07
190	2023-05-06 23:30:00	A	-2.919683603519023e-07
191	2023-05-06 23:45:00	A	-2.919683603519023e-07
192	2023-05-14 00:00:00	A	1.4419715023534631e-06
193	2023-05-14 00:15:00	A	-0.0069710811725920445
194	2023-05-14 00:30:00	A	-0.006971095363102712
195	2023-05-14 00:45:00	A	-0.007730718954297764
196	2023-05-14 01:00:00	A	0.2127235685089812
197	2023-05-14 01:15:00	A	0.5634023562587349
198	2023-05-14 01:30:00	A	2.9838938987495025
199	2023-05-14 01:45:00	A	6.585087364178468
200	2023-05-14 02:00:00	A	16.870552002661437
201	2023-05-14 02:15:00	A	28.164606467486397
202	2023-05-14 02:30:00	A	86.76737525125701
203	2023-05-14 02:45:00	A	104.36880503888436
204	2023-05-14 03:00:00	A	139.2327139005777
205	2023-05-14 03:15:00	A	335.9770038574166
206	2023-05-14 03:30:00	A	337.82501019242824
207	2023-05-14 03:45:00	A	459.81914739423513
208	2023-05-14 04:00:00	A	746.647373680342
209	2023-05-14 04:15:00	A	775.2583664250004
210	2023-05-14 04:30:00	A	1025.9284999087026
211	2023-05-14 04:45:00	A	1288.236151751562
212	2023-05-14 05:00:00	A	1643.679198072879
213	2023-05-14 05:15:00	A	1997.720369543591
214	2023-05-14 05:30:00	A	2238.6489384317033
215	2023-05-14 05:45:00	A	2674.3837446473517
216	2023-05-14 06:00:00	A	2834.8279506866384
217	2023-05-14 06:15:00	A	3087.7135688947737
218	2023-05-14 06:30:00	A	3372.693254263604
219	2023-05-14 06:45:00	A	3616.1387270043742
220	2023-05-14 07:00:00	A	3799.562610624636
221	2023-05-14 07:15:00	A	3844.582884027272
222	2023-05-14 07:30:00	A	4070.387509656228
223	2023-05-14 07:45:00	A	4388.54478029699
224	2023-05-14 08:00:00	A	4497.992167881599
225	2023-05-14 08:15:00	A	4708.60706850881
226	2023-05-14 08:30:00	A	4909.331745799197
227	2023-05-14 08:45:00	A	4908.065658986595
228	2023-05-14 09:00:00	A	4977.872910727698
229	2023-05-14 09:15:00	A	4941.893498979408
230	2023-05-14 09:30:00	A	4985.9855300543495
231	2023-05-14 09:45:00	A	5098.3991841799325
232	2023-05-14 10:00:00	A	5132.61351441825
233	2023-05-14 10:15:00	A	5056.825270889226
234	2023-05-14 10:30:00	A	5051.4000302052955
235	2023-05-14 10:45:00	A	4955.699147175055
236	2023-05-14 11:00:00	A	4768.127919299943
237	2023-05-14 11:15:00	A	4468.355952387552
238	2023-05-14 11:30:00	A	4230.109347631548
239	2023-05-14 11:45:00	A	4094.33872520277
240	2023-05-14 12:00:00	A	3795.621205110827
241	2023-05-14 12:15:00	A	3606.6804934733796
242	2023-05-14 12:30:00	A	3255.59015228551
243	2023-05-14 12:45:00	A	3514.7780576833416
244	2023-05-14 13:00:00	A	3485.666095895604
245	2023-05-14 13:15:00	A	3426.295089975456
246	2023-05-14 13:30:00	A	3421.0615130628526
247	2023-05-14 13:45:00	A	3290.2359735483724
248	2023-05-14 14:00:00	A	3328.041716004849
249	2023-05-14 14:15:00	A	3319.876758455205
250	2023-05-14 14:30:00	A	3121.21259034972
251	2023-05-14 14:45:00	A	2707.1521887452413
252	2023-05-14 15:00:00	A	2046.7171974365133
253	2023-05-14 15:15:00	A	1817.4062387674176
254	2023-05-14 15:30:00	A	1590.3993218808469
255	2023-05-14 15:45:00	A	1413.8415288338788
256	2023-05-14 16:00:00	A	1168.9643860452666
257	2023-05-14 16:15:00	A	1091.586660448319
258	2023-05-14 16:30:00	A	972.4467956648967
259	2023-05-14 16:45:00	A	908.1799673828918
260	2023-05-14 17:00:00	A	743.3741601443376
261	2023-05-14 17:15:00	A	514.6949113819136
262	2023-05-14 17:30:00	A	506.9972009282332
263	2023-05-14 17:45:00	A	375.92673836178716
264	2023-05-14 18:00:00	A	397.8361988400791
265	2023-05-14 18:15:00	A	297.5443250382198
266	2023-05-14 18:30:00	A	251.44846117987527
267	2023-05-14 18:45:00	A	217.5278520151935
268	2023-05-14 19:00:00	A	130.89063614445305
269	2023-05-14 19:15:00	A	105.38286555499981
270	2023-05-14 19:30:00	A	8.241223789652846
271	2023-05-14 19:45:00	A	21.72053151501899
272	2023-05-14 20:00:00	A	2.311338826983511
273	2023-05-14 20:15:00	A	0.01572614488880375
274	2023-05-14 20:30:00	A	0.2180043315326766
275	2023-05-14 20:45:00	A	0.20099966046939352
276	2023-05-14 21:00:00	A	0.06865131364607437
277	2023-05-14 21:15:00	A	0.0001043111861241539
278	2023-05-14 21:30:00	A	0.00012232880353809777
279	2023-05-14 21:45:00	A	0.00011979672858991178
280	2023-05-14 22:00:00	A	-1.2504166139904813e-07
281	2023-05-14 22:15:00	A	-1.1640901609393548e-07
282	2023-05-14 22:30:00	A	-2.64015119857162e-07
283	2023-05-14 22:45:00	A	-2.7498525184579065e-07
284	2023-05-14 23:00:00	A	7.87086539035611e-08
285	2023-05-14 23:15:00	A	3.5663777314507834e-07
286	2023-05-14 23:30:00	A	3.5663777314507834e-07
287	2023-05-14 23:45:00	A	3.5663777314507834e-07
288	2023-05-18 00:00:00	A	-1.26765690848778e-06
289	2023-05-18 00:15:00	A	-7.915823203919761e-07
290	2023-05-18 00:30:00	A	0.0016307731810147237
291	2023-05-18 00:45:00	A	-0.011465488625313557
292	2023-05-18 01:00:00	A	0.03269547011851607
293	2023-05-18 01:15:00	A	2.1115512061162134
294	2023-05-18 01:30:00	A	1.022323178962559
295	2023-05-18 01:45:00	A	11.28005578890044
296	2023-05-18 02:00:00	A	18.53447008036362
297	2023-05-18 02:15:00	A	30.389921072503313
298	2023-05-18 02:30:00	A	61.960550573440365
299	2023-05-18 02:45:00	A	109.95167390984336
300	2023-05-18 03:00:00	A	139.53908047201082
301	2023-05-18 03:15:00	A	171.1695893669033
302	2023-05-18 03:30:00	A	181.30053084077676
303	2023-05-18 03:45:00	A	267.02397574006164
304	2023-05-18 04:00:00	A	373.8943726316998
305	2023-05-18 04:15:00	A	377.72465673651993
306	2023-05-18 04:30:00	A	521.0882020563288
307	2023-05-18 04:45:00	A	826.5203729290445
308	2023-05-18 05:00:00	A	1399.6975904737305
309	2023-05-18 05:15:00	A	1766.9043142965984
310	2023-05-18 05:30:00	A	2348.131764332411
311	2023-05-18 05:45:00	A	2477.1924694754116
312	2023-05-18 06:00:00	A	3027.234322333489
313	2023-05-18 06:15:00	A	3364.782087325776
314	2023-05-18 06:30:00	A	3621.225255781016
315	2023-05-18 06:45:00	A	3915.2646898603325
316	2023-05-18 07:00:00	A	4249.896415651158
317	2023-05-18 07:15:00	A	4349.344755832398
318	2023-05-18 07:30:00	A	4606.473824505488
319	2023-05-18 07:45:00	A	4924.383091790865
320	2023-05-18 08:00:00	A	4981.719792389167
321	2023-05-18 08:15:00	A	4852.805510659349
322	2023-05-18 08:30:00	A	4992.080848379457
323	2023-05-18 08:45:00	A	4798.959146301333
324	2023-05-18 09:00:00	A	4583.110038301713
325	2023-05-18 09:15:00	A	4471.4858135685345
326	2023-05-18 09:30:00	A	4448.810994905611
327	2023-05-18 09:45:00	A	4352.204582739252
328	2023-05-18 10:00:00	A	4112.023650869299
329	2023-05-18 10:15:00	A	3512.9846767475055
330	2023-05-18 10:30:00	A	3173.078830370701
331	2023-05-18 10:45:00	A	3191.8584521801195
332	2023-05-18 11:00:00	A	3448.743891508752
333	2023-05-18 11:15:00	A	3710.76385735009
334	2023-05-18 11:30:00	A	3754.2900021662326
335	2023-05-18 11:45:00	A	3326.794468624599
336	2023-05-18 12:00:00	A	3007.49265885396
337	2023-05-18 12:15:00	A	2833.706609942885
338	2023-05-18 12:30:00	A	2452.213314763677
339	2023-05-18 12:45:00	A	2472.654495446472
340	2023-05-18 13:00:00	A	2482.3419751103256
341	2023-05-18 13:15:00	A	2311.902459766915
342	2023-05-18 13:30:00	A	2275.532835906557
343	2023-05-18 13:45:00	A	2610.3542283103766
344	2023-05-18 14:00:00	A	2864.9673666185768
345	2023-05-18 14:15:00	A	3220.8363360184726
346	2023-05-18 14:30:00	A	3093.519953911915
347	2023-05-18 14:45:00	A	3042.672490040693
348	2023-05-18 15:00:00	A	2783.5595413431265
349	2023-05-18 15:15:00	A	2319.133548798592
350	2023-05-18 15:30:00	A	1981.000002272911
351	2023-05-18 15:45:00	A	1811.3780103999093
352	2023-05-18 16:00:00	A	1647.5562643272851
353	2023-05-18 16:15:00	A	1552.866807591667
354	2023-05-18 16:30:00	A	1351.1577206926163
355	2023-05-18 16:45:00	A	1095.1011125100213
356	2023-05-18 17:00:00	A	1016.6656039950942
357	2023-05-18 17:15:00	A	533.2541490218816
358	2023-05-18 17:30:00	A	422.7471591351044
359	2023-05-18 17:45:00	A	356.31331886064555
360	2023-05-18 18:00:00	A	278.2103158174367
361	2023-05-18 18:15:00	A	208.01137938497277
362	2023-05-18 18:30:00	A	97.99671485906792
363	2023-05-18 18:45:00	A	94.26026124852798
364	2023-05-18 19:00:00	A	25.02679240408269
365	2023-05-18 19:15:00	A	19.746324837414008
366	2023-05-18 19:30:00	A	20.02618824189487
367	2023-05-18 19:45:00	A	7.9970388277119735
368	2023-05-18 20:00:00	A	-0.19594983636489519
369	2023-05-18 20:15:00	A	0.35426745791325787
370	2023-05-18 20:30:00	A	0.20997729273236979
371	2023-05-18 20:45:00	A	-0.006433411527599336
372	2023-05-18 21:00:00	A	8.402633848670252e-05
373	2023-05-18 21:15:00	A	0.0001018443926375335
374	2023-05-18 21:30:00	A	1.5891776614999673e-06
375	2023-05-18 21:45:00	A	-7.776863834420636e-07
376	2023-05-18 22:00:00	A	-5.620941570444764e-07
377	2023-05-18 22:15:00	A	-8.591855852891028e-07
378	2023-05-18 22:30:00	A	-8.260070361750871e-07
379	2023-05-18 22:45:00	A	-3.388818599144002e-07
380	2023-05-18 23:00:00	A	5.583449710974706e-07
381	2023-05-18 23:15:00	A	-9.851274226151215e-07
382	2023-05-18 23:30:00	A	-1.3945593197735978e-06
383	2023-05-18 23:45:00	A	-1.185194625381181e-06
384	2023-05-20 00:00:00	A	-0.026110407041592457
385	2023-05-20 00:15:00	A	-0.02668410844197618
386	2023-05-20 00:30:00	A	-0.028135645084076278
387	2023-05-20 00:45:00	A	-0.01094698341355091
388	2023-05-20 01:00:00	A	0.15055387313066465
389	2023-05-20 01:15:00	A	2.481763962594857
390	2023-05-20 01:30:00	A	7.480282049686381
391	2023-05-20 01:45:00	A	14.628467964132726
392	2023-05-20 02:00:00	A	34.72321133972323
393	2023-05-20 02:15:00	A	53.242848188626844
394	2023-05-20 02:30:00	A	80.21229478887457
395	2023-05-20 02:45:00	A	127.70121927706747
396	2023-05-20 03:00:00	A	244.43012517611425
397	2023-05-20 03:15:00	A	260.50840139236044
398	2023-05-20 03:30:00	A	335.81011738478924
399	2023-05-20 03:45:00	A	432.7315020728296
400	2023-05-20 04:00:00	A	551.0145250270316
401	2023-05-20 04:15:00	A	618.3303089008466
402	2023-05-20 04:30:00	A	822.7842470308788
403	2023-05-20 04:45:00	A	1024.9688176530258
404	2023-05-20 05:00:00	A	1306.3595853754273
405	2023-05-20 05:15:00	A	1560.1647944111664
406	2023-05-20 05:30:00	A	2068.877910614826
407	2023-05-20 05:45:00	A	2098.6127870931386
408	2023-05-20 06:00:00	A	2510.764785122222
409	2023-05-20 06:15:00	A	2912.8420364388403
410	2023-05-20 06:30:00	A	3152.80297019638
411	2023-05-20 06:45:00	A	3388.4835515247923
412	2023-05-20 07:00:00	A	3665.1746240570046
413	2023-05-20 07:15:00	A	3676.342140365264
414	2023-05-20 07:30:00	A	3767.238084567016
415	2023-05-20 07:45:00	A	4149.742219959459
416	2023-05-20 08:00:00	A	4291.520511737494
417	2023-05-20 08:15:00	A	4405.329827750993
418	2023-05-20 08:30:00	A	4646.599734371226
419	2023-05-20 08:45:00	A	4639.665762925628
420	2023-05-20 09:00:00	A	4689.566281398872
421	2023-05-20 09:15:00	A	4606.93869023852
422	2023-05-20 09:30:00	A	4576.594172594109
423	2023-05-20 09:45:00	A	4608.452541215974
424	2023-05-20 10:00:00	A	4707.839564886753
425	2023-05-20 10:15:00	A	4628.563952891955
426	2023-05-20 10:30:00	A	4660.924994638409
427	2023-05-20 10:45:00	A	4664.666455875803
428	2023-05-20 11:00:00	A	4661.85032791294
429	2023-05-20 11:15:00	A	4520.216525554864
430	2023-05-20 11:30:00	A	4520.488737272614
431	2023-05-20 11:45:00	A	4507.665798622758
432	2023-05-20 12:00:00	A	4552.599803921734
433	2023-05-20 12:15:00	A	4551.745955144709
434	2023-05-20 12:30:00	A	4372.625840724054
435	2023-05-20 12:45:00	A	4400.299111942529
436	2023-05-20 13:00:00	A	4253.587086460142
437	2023-05-20 13:15:00	A	4021.8126627260563
438	2023-05-20 13:30:00	A	3946.5558541267774
439	2023-05-20 13:45:00	A	3708.973525297126
440	2023-05-20 14:00:00	A	3658.8767556645894
441	2023-05-20 14:15:00	A	3606.618169481643
442	2023-05-20 14:30:00	A	3408.821344328681
443	2023-05-20 14:45:00	A	3200.3870173814344
444	2023-05-20 15:00:00	A	3024.628591555477
445	2023-05-20 15:15:00	A	2665.790953534585
446	2023-05-20 15:30:00	A	2603.3886118681253
447	2023-05-20 15:45:00	A	2275.5547427711103
448	2023-05-20 16:00:00	A	1858.103306385669
449	2023-05-20 16:15:00	A	1554.191999935183
450	2023-05-20 16:30:00	A	1346.8440660883143
451	2023-05-20 16:45:00	A	1253.1521219711158
452	2023-05-20 17:00:00	A	1027.7051463287453
453	2023-05-20 17:15:00	A	883.2638587940446
454	2023-05-20 17:30:00	A	639.4004026395539
455	2023-05-20 17:45:00	A	507.735959902084
456	2023-05-20 18:00:00	A	380.28448878415094
457	2023-05-20 18:15:00	A	342.3957132474265
458	2023-05-20 18:30:00	A	242.3772951515181
459	2023-05-20 18:45:00	A	208.32382883466775
460	2023-05-20 19:00:00	A	180.37549381722764
461	2023-05-20 19:15:00	A	84.99047096349949
462	2023-05-20 19:30:00	A	84.28787721388103
463	2023-05-20 19:45:00	A	34.40657089222778
464	2023-05-20 20:00:00	A	19.06924174351103
465	2023-05-20 20:15:00	A	2.4092928862616736
466	2023-05-20 20:30:00	A	0.9876520615835277
467	2023-05-20 20:45:00	A	0.20257264218902082
468	2023-05-20 21:00:00	A	0.2262016356559495
469	2023-05-20 21:15:00	A	0.06644544004090781
470	2023-05-20 21:30:00	A	-1.41510640585436e-05
471	2023-05-20 21:45:00	A	-1.655444361144754e-05
472	2023-05-20 22:00:00	A	1.3469663666892385e-06
473	2023-05-20 22:15:00	A	-8.119047635484528e-07
474	2023-05-20 22:30:00	A	-1.0377622180555556e-06
475	2023-05-20 22:45:00	A	-6.620723758836847e-07
476	2023-05-20 23:00:00	A	-3.46111677833227e-07
477	2023-05-20 23:15:00	A	-0.006970903124767927
478	2023-05-20 23:30:00	A	-0.006970903124767927
479	2023-05-20 23:45:00	A	-0.006970838375508563
480	2023-05-21 00:00:00	A	-0.06097695740331125
481	2023-05-21 00:15:00	A	0.1663458052155202
482	2023-05-21 00:30:00	A	0.10294589325247949
483	2023-05-21 00:45:00	A	0.23532732823043773
484	2023-05-21 01:00:00	A	0.47226094009762043
485	2023-05-21 01:15:00	A	4.009951214454439
486	2023-05-21 01:30:00	A	11.071838310235115
487	2023-05-21 01:45:00	A	19.522221410888235
488	2023-05-21 02:00:00	A	29.16725071848989
489	2023-05-21 02:15:00	A	67.922419728622
490	2023-05-21 02:30:00	A	99.22481578261929
491	2023-05-21 02:45:00	A	108.58588125167388
492	2023-05-21 03:00:00	A	318.14730038841884
493	2023-05-21 03:15:00	A	324.88955094217687
494	2023-05-21 03:30:00	A	423.2354388895025
495	2023-05-21 03:45:00	A	587.0582864304225
496	2023-05-21 04:00:00	A	776.8787724958269
497	2023-05-21 04:15:00	A	876.6457235415049
498	2023-05-21 04:30:00	A	1119.3665409700475
499	2023-05-21 04:45:00	A	1371.8848972979208
500	2023-05-21 05:00:00	A	1821.0915445611145
501	2023-05-21 05:15:00	A	2223.5882255196334
502	2023-05-21 05:30:00	A	2682.1756977549476
503	2023-05-21 05:45:00	A	2628.2799659549337
504	2023-05-21 06:00:00	A	2984.9229802239443
505	2023-05-21 06:15:00	A	3332.0453630305183
506	2023-05-21 06:30:00	A	3593.116048488721
507	2023-05-21 06:45:00	A	3830.5806796910106
508	2023-05-21 07:00:00	A	3844.110926043122
509	2023-05-21 07:15:00	A	3917.6387186409115
510	2023-05-21 07:30:00	A	4027.1341520418314
511	2023-05-21 07:45:00	A	4150.429089207079
512	2023-05-21 08:00:00	A	4203.571638170473
513	2023-05-21 08:15:00	A	4209.85272412905
514	2023-05-21 08:30:00	A	4104.058428616486
515	2023-05-21 08:45:00	A	3772.2815701996446
516	2023-05-21 09:00:00	A	3800.0578533082003
517	2023-05-21 09:15:00	A	3654.3311689505763
518	2023-05-21 09:30:00	A	3251.8785901063598
519	2023-05-21 09:45:00	A	3273.130687494981
520	2023-05-21 10:00:00	A	3011.6482834464346
521	2023-05-21 10:15:00	A	2916.754584079183
522	2023-05-21 10:30:00	A	2917.633519574308
523	2023-05-21 10:45:00	A	2886.802397288717
524	2023-05-21 11:00:00	A	2763.3734102494477
525	2023-05-21 11:15:00	A	2732.997961954036
526	2023-05-21 11:30:00	A	2723.760877391897
527	2023-05-21 11:45:00	A	2674.0870253342578
528	2023-05-21 12:00:00	A	2678.051646335958
529	2023-05-21 12:15:00	A	2678.483143074511
530	2023-05-21 12:30:00	A	2680.509520915526
531	2023-05-21 12:45:00	A	2776.8450664664483
532	2023-05-21 13:00:00	A	2770.9905891152234
533	2023-05-21 13:15:00	A	2761.076226324913
534	2023-05-21 13:30:00	A	2989.593854651002
535	2023-05-21 13:45:00	A	3077.473915245514
536	2023-05-21 14:00:00	A	3291.4126172213428
537	2023-05-21 14:15:00	A	3385.3313512609884
