	pv_measurement
470	2238.94
471	2821.7200000000003
472	2245.54
473	2904.88
474	1772.5400000000002
475	922.24
476	345.18000000000006
477	130.68
478	49.940000000000005
479	1.1
480	0.0
481	0.0
482	0.0
483	10.12
484	148.5
485	356.18
486	682.6600000000001
487	1061.72
488	1041.04
489	1492.9199999999998
490	2533.96
491	2198.46
492	1835.6800000000003
493	1057.32
494	1517.78
495	1424.94
496	1008.7
497	901.7800000000001
498	1014.64
499	633.38
500	367.62
501	193.38
502	81.18
503	8.139999999999999
504	0.0
505	0.0
506	0.0
507	0.44
508	23.32
509	82.94
510	297.88
511	620.4
512	1782.8799999999999
513	2106.72
514	3544.8599999999997
515	5089.4800000000005
516	5241.280000000001
517	5156.8
518	3998.2799999999997
519	1929.8400000000001
520	1285.24
521	1514.48
522	881.32
523	609.4
524	335.94
525	351.34
526	144.76000000000002
527	19.139999999999997
528	0.66
529	0.0
530	3.3
531	29.26
532	72.82000000000001
533	212.29999999999998
534	281.6
535	419.54
536	770.0
537	942.2600000000001
538	1592.3600000000001
539	1344.64
540	661.3199999999999
541	161.92
542	123.19999999999999
543	88.22
544	76.55999999999999
545	63.36000000000001
546	32.12
547	55.0
548	26.619999999999997
549	12.979999999999999
550	3.08
551	0.0
552	0.0
553	0.0
554	0.0
555	0.0
556	6.6
557	63.58
558	83.82000000000001
559	162.14
560	261.14
561	123.85999999999999
562	258.28
563	472.78000000000003
564	392.26
565	550.88
566	423.5
567	461.55999999999995
568	225.72
569	133.54
570	65.78
571	31.680000000000003
572	13.42
573	13.64
574	2.64
575	0.0
576	0.0
577	0.0
578	0.0
579	0.0
580	1.1
581	13.86
582	21.78
583	26.619999999999997
584	45.54
585	56.32
586	51.260000000000005
587	139.92000000000002
588	168.29999999999998
589	210.32
590	154.44
591	108.9
592	101.2
593	60.940000000000005
594	491.26000000000005
595	438.24
596	393.14
597	271.70000000000005
598	31.680000000000003
599	0.0
600	0.0
601	0.0
602	0.0
603	2.64
604	27.28
605	160.6
606	268.18
607	628.98
608	552.4200000000001
609	877.58
610	1194.6
611	917.18
612	909.0400000000001
613	658.6800000000001
614	819.9399999999999
615	481.36
616	369.82
617	825.22
618	651.64
619	191.18
620	149.82000000000002
621	98.78
622	3.08
623	0.0
624	0.0
625	0.0
626	0.0
627	1.9799999999999998
628	66.22
629	178.42000000000002
630	217.58
631	520.08
632	725.34
633	875.38
634	676.0600000000001
635	1195.92
636	1282.8200000000002
637	924.2199999999999
638	697.84
639	521.4
640	415.58
641	317.90000000000003
642	132.66
643	111.1
644	72.82000000000001
645	34.32
646	0.0
647	0.0
648	0.0
649	0.0
650	0.0
651	0.0
652	0.88
653	47.3
654	157.29999999999998
655	295.46
656	459.79999999999995
657	323.4
658	501.38000000000005
659	337.92
660	921.58
661	706.86
662	373.34000000000003
663	447.26
664	403.04
665	203.28
666	66.0
667	264.0
668	509.08000000000004
669	124.74
670	0.0
671	0.0
672	0.0
673	0.0
674	0.0
675	0.0
676	33.66
677	121.66000000000001
678	212.51999999999998
679	313.94
680	506.87999999999994
681	500.06
682	526.9
683	896.7199999999999
684	1140.0400000000002
685	705.3199999999999
686	735.0200000000001
687	560.12
688	584.9799999999999
689	479.82
690	269.28
691	384.12
692	245.52
693	143.66
694	37.18
695	0.0
696	0.0
697	0.0
698	0.0
699	5.06
700	67.76
701	247.28000000000003
702	473.88
703	609.62
704	743.6
705	1453.32
706	2673.44
707	1508.98
708	2621.74
709	1997.1599999999999
710	3530.7799999999997
711	1611.94
712	1809.28
713	971.0800000000002
714	525.14
715	346.5
716	328.46000000000004
717	135.07999999999998
718	42.9
719	1.1
720	0.0
721	0.0
722	0.0
723	0.0
724	36.08
725	326.70000000000005
726	456.06000000000006
727	687.72
728	1198.78
729	1611.72
730	2066.02
731	1795.8600000000001
732	1800.6999999999998
733	1668.48
734	1273.58
735	1048.3000000000002
736	1105.28
737	930.6000000000001
738	684.86
739	417.12
740	208.78
741	75.46000000000001
742	11.879999999999999
743	0.0
744	0.0
745	0.0
746	0.0
747	0.0
748	9.46
749	37.400000000000006
750	137.94
751	298.32
752	542.74
753	884.84
754	1637.4599999999998
755	1500.4
756	2580.16
757	3045.02
758	2059.4199999999996
759	1429.34
760	730.84
761	1096.04
762	979.88
763	232.1
764	364.32
765	163.9
766	46.2
767	0.0
768	0.0
769	0.0
770	0.0
771	0.0
772	0.66
773	42.02
774	80.96
775	306.23999999999995
776	515.9000000000001
777	351.12
778	575.3000000000001
779	889.24
780	586.52
781	418.22
782	385.88
783	318.12
784	440.0
785	615.12
786	844.8000000000001
787	305.35999999999996
788	179.07999999999998
789	45.980000000000004
790	7.04
791	0.0
792	0.0
793	0.0
794	0.0
795	38.94
796	198.66
797	408.1
798	555.5
799	701.58
800	987.5799999999999
801	1013.7600000000001
802	1956.02
803	2026.6399999999999
804	2860.66
805	3285.92
806	2678.7200000000003
807	819.5
808	2531.32
809	1758.02
810	869.88
811	318.34000000000003
812	81.62
813	47.3
814	2.64
815	0.0
816	0.0
817	0.0
818	0.0
819	1.32
820	33.0
821	104.05999999999999
822	172.70000000000002
823	272.36
824	476.9599999999999
825	1513.3799999999999
826	2937.66
827	3410.66
828	2853.18
829	2409.2200000000003
830	2114.8599999999997
831	1780.46
832	891.22
833	878.9
834	748.2199999999999
835	1002.9799999999998
836	750.2
837	357.06
838	150.48000000000002
839	3.08
840	0.0
841	0.0
842	0.0
843	0.66
844	35.42
845	89.98
846	88.22
847	183.04
848	205.92000000000002
849	278.96
850	557.92
851	562.32
852	735.0200000000001
853	1151.9199999999998
854	1449.8
855	877.58
856	886.8199999999999
857	984.94
858	789.58
859	316.58000000000004
860	244.85999999999999
861	104.5
862	24.2
863	0.0
864	0.0
865	0.0
866	0.0
867	0.0
868	7.260000000000001
869	68.64
870	110.0
871	326.48
872	531.3
873	625.9000000000001
874	706.86
875	935.0
876	1046.3200000000002
877	1172.6
878	1959.1
879	2455.2
880	3356.7599999999998
881	2685.1
882	1954.9199999999998
883	1159.18
884	561.66
885	316.14
886	104.72
887	1.76
888	0.0
889	0.0
890	0.0
891	0.22
892	24.42
893	74.58
894	159.5
895	229.68
896	453.2
897	931.0399999999998
898	2542.3199999999997
899	4121.26
900	4308.92
901	4312.4400000000005
902	4121.4800000000005
903	3698.8600000000006
904	3227.84
905	2661.56
906	1952.9399999999998
907	1134.54
908	549.12
909	281.16
910	94.6
911	0.88
912	0.0
913	0.0
914	0.0
915	2.42
916	69.96000000000001
917	207.23999999999998
918	351.34
919	504.23999999999995
920	901.12
921	1753.8400000000001
922	3752.32
923	4245.12
924	3989.48
925	3841.2000000000003
926	3621.4199999999996
927	3575.2200000000003
928	3213.98
929	2621.96
930	1900.5800000000002
931	1133.8799999999999
932	552.64
933	300.74
934	82.5
935	0.66
936	0.0
937	0.0
938	0.0
939	1.9799999999999998
940	66.88
941	203.06
942	462.44000000000005
943	443.52
944	900.0200000000001
945	2042.26
946	3800.4999999999995
947	4309.360000000001
948	4450.6
949	4369.2
950	4107.84
951	3679.5000000000005
952	3212.44
953	2695.66
954	1944.8
955	1139.82
956	599.0600000000001
957	328.46000000000004
958	93.28
959	1.32
960	0.0
961	0.0
962	0.0
963	0.0
964	37.18
965	142.12
966	249.48
967	332.85999999999996
968	583.88
969	797.5
970	873.84
971	869.88
972	935.4399999999999
973	2880.2400000000002
974	3371.28
975	2280.0800000000004
976	1419.66
977	2721.84
978	2077.2400000000002
979	1072.28
980	502.26
981	236.28
982	75.02000000000001
983	0.0
984	0.0
985	0.0
986	0.0
987	0.0
988	11.0
989	61.82000000000001
990	148.28
991	233.20000000000002
992	360.79999999999995
993	700.92
994	909.0400000000001
995	990.0
996	1764.6200000000001
997	1527.68
998	1703.9
999	1409.76
1000	1327.9199999999998
1001	1053.58
1002	476.9599999999999
1003	250.35999999999999
1004	127.16
1005	58.52
1006	1.32
1007	0.0
1008	0.0
1009	0.0
1010	0.0
1011	0.0
1012	0.66
1013	47.96000000000001
1014	142.56
1015	194.7
1016	325.38
1017	341.0
1018	461.55999999999995
1019	544.06
1020	648.56
1021	883.08
1022	882.1999999999999
1023	767.14
1024	583.2199999999999
1025	509.3
1026	470.36000000000007
1027	425.03999999999996
1028	210.54
1029	105.82
1030	22.220000000000002
1031	0.0
1032	0.0
1033	0.0
1034	0.0
1035	0.0
1036	17.82
1037	112.41999999999997
1038	274.56
1039	537.02
1040	586.08
1041	936.9799999999999
1042	1786.84
1043	2291.96
1044	1791.4599999999998
1045	1911.8
1046	1898.8200000000002
1047	1254.66
1048	841.06
1049	389.4
1050	501.59999999999997
1051	520.08
1052	529.76
1053	307.12
1054	84.69999999999999
1055	0.0
1056	0.0
1057	0.0
1058	0.0
1059	0.0
1060	59.400000000000006
1061	177.54000000000002
1062	576.84
1063	1347.28
1064	1463.22
1065	3089.9
1066	3681.26
1067	4454.56
1068	4312.0
1069	4439.16
1070	4113.34
1071	3726.8
1072	3237.96
1073	2592.04
1074	1753.18
1075	1111.88
1076	480.03999999999996
1077	288.86
1078	54.12
1079	0.0
1080	0.0
1081	0.0
1082	0.0
1083	0.22
1084	38.059999999999995
1085	212.29999999999998
1086	635.5799999999999
1087	814.6600000000001
1088	1985.9400000000003
1089	3273.16
1090	3808.8599999999997
1091	4142.82
1092	3701.9400000000005
1093	3028.08
1094	3339.1600000000003
1095	1675.96
1096	2051.2799999999997
1097	2241.58
1098	1891.78
1099	745.14
1100	291.72
1101	158.84
1102	24.2
1103	0.0
1104	0.0
1105	0.0
1106	0.0
1107	0.66
1108	67.1
1109	183.92
1110	490.6000000000001
1111	1323.74
1112	2425.72
1113	3381.18
1114	1586.8600000000001
1115	1732.06
1116	1947.0
1117	2762.7599999999998
1118	2002.2200000000003
1119	1607.32
1120	1457.5
1121	1684.1000000000001
1122	1001.66
1123	592.9
1124	222.2
1125	102.95999999999998
1126	3.52
1127	0.0
1128	0.0
1129	0.0
1130	0.0
1131	0.0
1132	24.42
1133	179.07999999999998
1134	531.3
1135	1294.7
1136	2265.12
1137	3146.6600000000003
1138	3772.1200000000003
1139	4177.799999999999
1140	4276.14
1141	4163.719999999999
1142	3682.1399999999994
1143	3272.72
1144	2183.7200000000003
1145	1826.4399999999998
1146	1464.76
1147	681.56
1148	352.88
1149	124.51999999999998
1150	8.8
1151	0.0
1152	0.0
1153	0.0
1154	0.0
1155	0.0
1156	11.219999999999999
1157	58.300000000000004
1158	240.24
1159	276.09999999999997
1160	434.94
1161	875.1600000000001
1162	517.22
1163	328.46000000000004
1164	543.62
1165	590.48
1166	647.24
1167	630.3000000000001
1168	734.8000000000001
1169	529.9799999999999
1170	592.9
1171	378.18
1172	139.92000000000002
1173	22.88
1174	0.0
1175	0.0
1176	0.0
1177	0.0
1178	0.0
1179	0.0
1180	12.540000000000001
1181	109.12
1182	278.52
1183	606.98
1184	1102.2
1185	2525.3799999999997
1186	3064.38
1187	4170.98
1188	3764.6399999999994
1189	4053.5
1190	4038.76
1191	3646.7200000000003
1192	2348.2799999999997
1193	2102.1
1194	1885.4
1195	698.94
1196	337.26
1197	100.54
1198	22.220000000000002
1199	0.0
1200	0.0
1201	0.0
1202	0.0
1203	0.0
1204	33.88
1205	172.04000000000002
1206	116.37999999999998
1207	134.42
1208	475.20000000000005
1209	968.4399999999998
1210	1633.5
1211	2196.48
1212	3251.82
1213	3985.7400000000002
1214	3840.54
1215	4224.22
1216	3638.7999999999997
1217	2132.02
1218	904.42
1219	665.0600000000001
1220	233.42000000000004
1221	51.480000000000004
1222	0.66
1223	0.0
1224	0.0
1225	0.0
1226	0.0
1227	0.0
1228	8.8
1229	111.54
1230	339.46
1231	769.3399999999999
1232	1665.18
1233	3521.7600000000007
1234	4018.74
1235	4736.38
1236	4928.66
1237	4847.04
1238	4595.580000000001
1239	4112.24
1240	3548.82
1241	2817.54
1242	1957.56
1243	1053.1399999999999
1244	493.24
1245	212.95999999999998
1246	22.220000000000002
1247	0.0
1248	0.0
1249	0.0
1250	0.0
1251	0.0
1252	15.62
1253	165.44
1254	541.4200000000001
1255	1332.5400000000002
1256	2749.12
1257	2724.7
1258	3888.2799999999997
1259	4645.5199999999995
1260	4433.22
1261	4202.660000000001
1262	4283.84
1263	3688.2999999999993
1264	2544.2999999999997
1265	2834.2599999999998
1266	2068.88
1267	1041.48
1268	517.4399999999999
1269	180.17999999999998
1270	14.96
1271	0.0
1272	0.0
1273	0.0
1274	0.0
1275	0.0
1276	23.54
1277	187.88
1278	559.02
1279	1377.42
1280	2421.1
1281	3378.54
1282	4154.26
1283	4627.92
1284	4580.62
1285	4430.8
1286	4222.24
1287	3994.54
1288	3387.7799999999997
1289	2719.64
1290	1858.34
1291	1007.1599999999999
1292	470.14
1293	240.67999999999998
1294	23.54
1295	0.0
1296	0.0
1297	0.0
1298	0.0
1299	0.0
1300	19.8
1301	157.73999999999998
1302	500.28000000000003
1303	1328.1399999999999
1304	2388.32
1305	3298.2400000000002
1306	4036.34
1307	4513.08
1308	4515.0599999999995
1309	4323.88
1310	4299.68
1311	3956.919999999999
1312	3365.7799999999997
1313	2676.2999999999997
1314	1857.0200000000002
1315	984.2799999999999
1316	460.02000000000004
1317	209.22
1318	14.520000000000001
1319	0.0
1320	0.0
1321	0.0
1322	0.0
1323	0.0
1324	16.5
1325	161.7
1326	502.70000000000005
1327	1350.36
1328	2454.1
1329	3393.2799999999997
1330	3988.6
1331	4182.200000000001
1332	4053.5
1333	4076.6000000000004
1334	4130.9400000000005
1335	3977.16
1336	3406.04
1337	2691.48
1338	1858.78
1339	991.98
1340	461.78000000000003
1341	226.38
1342	12.979999999999999
1343	0.0
1344	0.0
1345	0.0
1346	0.0
1347	0.0
1348	11.219999999999999
1349	149.60000000000002
1350	476.08000000000004
1351	1266.3200000000002
1352	2315.72
1353	3245.44
1354	4014.5600000000004
1355	4541.9
1356	4404.4
1357	4238.96
1358	4304.08
1359	3753.2
1360	3387.34
1361	2856.7
1362	2021.3600000000001
1363	805.42
1364	352.65999999999997
1365	163.68
1366	6.6
1367	0.0
1368	0.0
1369	0.0
1370	0.0
1371	0.0
1372	0.0
1373	32.78
1374	136.62
1375	560.34
1376	930.16
1377	1117.82
1378	2429.6800000000003
1379	4634.74
1380	4458.96
1381	4002.4600000000005
1382	3789.28
1383	4423.76
1384	3504.1600000000003
1385	3031.82
1386	2080.76
1387	1135.4199999999998
1388	450.34000000000003
1389	155.32
1390	4.619999999999998
1391	0.0
1392	0.0
1393	0.0
1394	0.0
1395	0.0
1396	6.38
1397	91.52
1398	271.70000000000005
1399	632.5
1400	1567.5
1401	2561.24
1402	3496.24
1403	4126.76
1404	4381.3
1405	4295.500000000001
1406	4005.3199999999997
1407	3580.5000000000005
1408	3062.4
1409	2477.86
1410	1427.3600000000001
1411	598.84
1412	301.84000000000003
1413	127.82
1414	1.54
1415	0.0
1416	0.0
1417	0.0
1418	0.0
1419	0.0
1420	10.12
1421	174.68
1422	550.6600000000001
1423	1332.98
1424	2249.28
1425	2691.92
1426	3024.34
1427	3139.84
1428	4742.54
1429	4896.32
1430	4649.26
1431	4207.5
1432	3622.3
1433	2873.42
1434	1986.8200000000002
1435	1034.8799999999999
1436	458.26000000000005
1437	170.5
1438	1.9799999999999998
1439	0.0
1440	0.0
1441	0.0
1442	0.0
1443	0.0
1444	5.06
1445	109.55999999999999
1446	443.08000000000004
1447	1254.44
1448	2423.96
1449	3468.3
1450	4339.5
1451	4773.5599999999995
1452	4987.84
1453	5020.62
1454	4762.5599999999995
1455	4147.660000000001
1456	3673.3399999999997
1457	2908.62
1458	1982.2
1459	985.8199999999999
1460	323.62
1461	112.2
1462	1.1
1463	0.0
1464	0.0
1465	0.0
1466	0.0
1467	0.0
1468	0.0
1469	20.24
1470	158.84
1471	228.36
1472	524.9200000000001
1473	818.84
1474	1114.08
1475	1523.9399999999998
1476	2191.4199999999996
1477	2285.5800000000004
1478	2261.6
1479	1597.86
1480	1435.5
1481	2585.0
1482	1763.96
1483	988.9
1484	458.26000000000005
1485	130.9
1486	0.44
1487	0.0
1488	0.0
1489	0.0
1490	0.0
1491	0.0
1492	0.0
1493	30.14
1494	160.82
1495	475.20000000000005
1496	883.9599999999999
1497	913.6599999999999
1498	1439.24
1499	2873.86
1500	5105.759999999999
1501	4513.299999999999
1502	4477.88
1503	4016.32
1504	3659.2599999999998
1505	2717.66
1506	1707.86
1507	907.72
1508	411.62
1509	116.16000000000001
1510	0.0
1511	0.0
1512	0.0
1513	0.0
1514	0.0
1515	0.0
1516	0.0
1517	34.1
1518	121.00000000000001
1519	208.34
1520	303.59999999999997
1521	605.4399999999999
1522	750.64
1523	1179.42
1524	1734.26
1525	2009.9199999999998
1526	2619.32
1527	3366.2200000000003
1528	2944.48
1529	2673.44
1530	1842.0600000000002
1531	932.3599999999999
1532	348.26
1533	52.14
1534	0.0
1535	0.0
1536	0.0
1537	0.0
1538	0.0
1539	0.0
1540	0.88
1541	108.67999999999999
1542	462.66
1543	1266.76
1544	2414.94
1545	3479.2999999999997
1546	4119.5
1547	4578.860000000001
1548	4988.0599999999995
1549	4921.84
1550	4636.280000000001
1551	4131.38
1552	3484.58
1553	2715.68
1554	1810.82
1555	972.8399999999999
1556	337.04
1557	48.4
1558	0.0
1559	0.0
1560	0.0
1561	0.0
1562	0.0
1563	0.0
1564	0.22
1565	81.62
1566	265.32
1567	355.08000000000004
1568	622.6
1569	1522.4
1570	2200.44
1571	2495.02
1572	2624.6
1573	2916.32
1574	3221.02
1575	2994.8599999999997
1576	2606.3399999999997
1577	2098.7999999999997
1578	1418.78
1579	564.74
1580	250.79999999999998
1581	69.08
1582	0.0
1583	0.0
1584	0.0
1585	0.0
1586	0.0
1587	0.0
1588	0.0
1589	11.44
1590	42.24
1591	96.14
1592	218.46
1593	304.47999999999996
1594	521.8399999999999
1595	1267.86
1596	923.1199999999999
1597	1309.22
1598	1133.22
1599	1638.34
1600	1156.76
1601	1294.04
1602	699.82
1603	375.76000000000005
1604	140.58
1605	10.56
1606	0.0
1607	0.0
1608	0.0
1609	0.0
1610	0.0
1611	0.0
1612	0.0
1613	5.06
1614	83.82000000000001
1615	264.44
1616	600.38
1617	1092.3
1618	1153.46
1619	2124.7599999999998
1620	2327.38
1621	3222.34
1622	2177.56
1623	3147.98
1624	3466.1000000000004
1625	2526.48
1626	1543.3
1627	441.09999999999997
1628	201.52
1629	42.46
1630	0.0
1631	0.0
1632	0.0
1633	0.0
1634	0.0
1635	0.0
1636	0.0
1637	42.24
1638	241.11999999999998
1639	637.78
1640	1570.5800000000002
1641	2986.94
1642	2027.96
1643	966.6800000000001
1644	1687.1799999999998
1645	2330.68
1646	1456.84
1647	1519.32
1648	870.5399999999998
1649	841.06
1650	632.0600000000001
1651	563.64
1652	263.34000000000003
1653	24.42
1654	0.0
1655	0.0
1656	0.0
1657	0.0
1658	0.0
1659	0.0
1660	0.0
1661	10.34
1662	284.02
1663	374.44
1664	708.84
1665	1040.16
1666	1264.1200000000001
1667	4186.82
1668	4593.599999999999
1669	4165.26
1670	2694.78
1671	764.06
1672	788.26
1673	541.86
1674	402.38
1675	425.47999999999996
1676	257.4
1677	21.12
1678	0.0
1679	0.0
1680	0.0
1681	0.0
1682	0.0
1683	0.0
1684	0.0
1685	17.16
1686	105.16000000000001
1687	230.33999999999997
1688	137.94
1689	213.4
1690	599.9399999999999
1691	724.6800000000001
1692	583.66
1693	326.92
1694	295.46
1695	379.72
1696	373.12
1697	284.9
1698	170.72
1699	44.440000000000005
1700	21.78
1701	0.66
1702	0.0
1703	0.0
1704	0.0
1705	0.0
1706	0.0
1707	0.0
1708	0.0
1709	4.18
1710	63.36000000000001
1711	173.8
1712	198.44
1713	310.64
1714	577.5
1715	623.92
1716	1503.04
1717	1647.14
1718	1483.02
1719	1022.9999999999999
1720	546.26
1721	378.84
1722	216.04
1723	123.19999999999999
1724	31.9
1725	0.22
1726	0.0
1727	0.0
1728	0.0
1729	0.0
1730	0.0
1731	0.0
1732	0.0
1733	2.64
1734	61.38
1735	203.72
1736	534.6
1737	1600.28
1738	1495.56
1739	2312.6400000000003
1740	1754.5
1741	1897.0600000000002
1742	1882.5400000000002
1743	2548.92
1744	997.0399999999998
1745	1191.74
1746	1555.4
1747	798.6
1748	323.62
1749	30.800000000000004
1750	0.0
1751	0.0
1752	0.0
1753	0.0
1754	0.0
1755	0.0
1756	0.0
1757	44.440000000000005
1758	384.34000000000003
1759	1104.8400000000001
1760	2168.1
1761	3036.2200000000003
1762	4127.42
1763	4670.820000000001
1764	4872.339999999999
1765	4840.88
1766	4558.4
1767	4060.3199999999997
1768	3299.78
1769	2553.32
1770	1559.1399999999999
1771	720.5000000000001
1772	242.00000000000003
1773	12.76
1774	0.0
1775	0.0
1776	0.0
1777	0.0
1778	0.0
1779	0.0
1780	0.0
1781	26.84
1782	110.66
1783	108.45999999999998
1784	939.8399999999998
1785	2563.44
1786	2531.32
1787	1516.8999999999999
1788	1931.8200000000002
